Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
1994,1,27,4,649,650,933,924,US,229,,164,154,,9,-1,PBI,PHL,951,,,0,,0,,,,,,YES,NO
2008,1,3,4,1516,1500,1614,1605,WN,41,N240WN,58,65,49,9,16,LIT,DAL,296,3,6,0,,0,,,,,,YES,YES
2000,1,19,3,1449,1453,1636,1619,HP,2635,N184AW,167,146,141,17,-4,AUS,PHX,872,12,14,0,,0,,,,,,YES,NO
1991,1,29,2,1138,1140,1232,1238,US,128,,54,58,,-6,-2,DAY,PIT,215,,,0,,0,,,,,,NO,NO
1992,1,20,1,1445,1445,1659,1657,US,78,,134,132,,2,0,MCO,PIT,834,,,0,,0,,,,,,YES,NO
1989,1,17,2,1744,1740,1907,1908,UA,218,,83,88,,-1,4,MCI,ORD,403,,,0,,0,,,,,,NO,YES
1990,1,18,4,800,800,911,901,US,59,,71,61,,10,0,ABE,PIT,253,,,0,,0,,,,,,YES,NO
1987,10,4,7,1210,1210,1330,1322,PS,1478,,80,72,,8,0,OAK,SAN,446,,,0,,0,,,,,,YES,NO
1992,1,11,6,1344,1345,1437,1444,US,88,,53,59,,-7,-1,PHL,BDL,196,,,0,,0,,,,,,NO,NO
2004,1,18,7,1046,1045,1618,1615,UA,488,N808UA,212,210,189,3,1,LAS,ORD,1515,7,16,0,,0,0,0,0,0,0,YES,YES
2003,1,13,1,1056,1100,1220,1229,UA,1076,N812UA,84,89,61,-9,-4,MCI,ORD,403,12,11,0,,0,,,,,,NO,NO
1991,1,30,3,631,630,720,728,US,141,,49,58,,-8,1,IND,CLE,261,,,0,,0,,,,,,NO,YES
1998,1,5,1,1759,1759,2017,2017,HP,2275,N311AW,78,78,60,0,0,BUR,PHX,369,7,11,0,,0,,,,,,NO,NO
2005,1,27,4,1909,1831,2050,2012,UA,558,N540UA,101,101,79,38,38,SFO,PDX,550,10,12,0,,0,38,0,0,0,0,YES,YES
1987,10,28,3,631,630,727,729,PS,1503,,56,59,,-2,1,LAX,SJC,308,,,0,,0,,,,,,NO,YES
2002,1,29,2,1757,1800,2043,2107,US,773,N702äæ,226,247,190,-24,-3,PHL,DFW,1302,7,29,0,,0,,,,,,NO,NO
1995,1,24,2,1622,1610,1745,1710,US,1250,N601AU,83,60,51,35,12,PIT,PHL,267,5,27,0,,0,,,,,,YES,YES
1987,10,28,3,1809,1810,1925,1912,PS,1542,,76,62,,13,-1,SMF,BUR,358,,,0,,0,,,,,,YES,NO
1988,1,5,2,1619,1610,1647,1630,PI,944,,28,20,,17,9,UCA,SYR,37,,,0,,0,,,,,,YES,YES
2003,1,26,7,1123,1125,1313,1318,UA,1087,N551UA,170,173,149,-5,-2,DEN,SEA,1024,4,17,0,,0,,,,,,NO,NO
1992,1,25,6,823,825,1026,1026,US,87,,123,121,,0,-2,LGA,CLT,544,,,0,,0,,,,,,NO,NO
1991,1,12,6,1330,1325,1500,1437,US,126,,90,72,,23,5,PIT,ISP,375,,,0,,0,,,,,,YES,YES
2008,1,3,4,1512,1445,1656,1620,WN,2437,N225WN,104,95,69,36,27,MHT,BWI,377,27,8,0,,0,11,0,9,0,16,YES,YES
1987,10,2,5,2103,2100,2209,2208,PS,1545,,66,68,,1,3,LAX,SFO,337,,,0,,0,,,,,,YES,YES
1990,1,25,4,1427,1425,1447,1452,US,55,,80,87,,-5,2,TUS,LAX,451,,,0,,0,,,,,,NO,YES
1992,1,7,2,746,740,847,843,US,77,,61,63,,4,6,PIT,DTW,201,,,0,,0,,,,,,YES,YES
2007,1,1,1,1007,1000,1253,1245,WN,2844,N676SW,166,165,132,8,7,TPA,BDL,1111,23,11,0,,0,0,0,0,0,0,YES,YES
2001,1,21,7,1204,1205,1354,1340,US,377,N829äâ,110,95,90,14,-1,CLT,TPA,508,7,13,0,,0,,,,,,YES,NO
1989,1,25,3,1501,1500,1711,1629,UA,233,,190,149,,42,1,ORD,DEN,888,,,0,,0,,,,,,YES,YES
2004,1,4,7,556,600,945,919,UA,472,N310UA,169,139,111,26,-4,SMF,DEN,910,33,25,0,,0,0,0,26,0,0,YES,NO
2000,1,30,7,1218,1220,1400,1407,UA,2761,N911UA,102,107,90,-7,-2,DEN,PHX,602,4,8,0,,0,,,,,,NO,NO
2001,1,27,6,1949,1950,2032,2056,US,440,N723äæ,43,66,25,-24,-1,PHL,DCA,119,2,16,0,,0,,,,,,NO,NO
1997,1,19,7,1210,1210,1348,1352,HP,1241,N189AW,98,102,81,-4,0,COS,PHX,551,3,14,0,,0,,,,,,NO,NO
1995,1,26,4,630,630,729,734,US,600,N341US,59,64,45,-5,0,PIT,PHL,267,4,10,0,,0,,,,,,NO,NO
1992,1,7,2,1218,1220,1257,1257,US,93,,39,37,,0,-2,PHX,TUS,110,,,0,,0,,,,,,NO,NO
2007,1,2,2,1824,1810,2040,2110,WN,486,N208,316,360,294,-30,14,BWI,LAX,2329,9,13,0,,0,0,0,0,0,0,NO,YES
2002,1,18,5,853,815,1143,1106,US,771,N631Aä,170,171,149,37,38,PHL,TPA,920,5,16,0,,0,,,,,,YES,YES
1994,1,16,7,2031,2030,2140,2141,US,265,,69,71,,-1,1,BUF,EWR,282,,,0,,0,,,,,,NO,YES
2004,1,23,5,752,755,1301,1214,UA,480,N906UA,249,199,229,47,-3,TUS,ORD,1437,7,13,0,,0,0,0,47,0,0,YES,NO
2005,1,20,4,,1450,,1720,UA,575,0,,270,,,,ORD,SEA,1721,0,0,1,A,0,0,0,0,0,0,YES,YES
1988,1,26,2,1148,1147,1253,1255,PS,1445,,65,68,,-2,1,BUR,OAK,325,,,0,,0,,,,,,NO,YES
1989,1,22,7,1910,1850,2223,2208,UA,208,,133,138,,15,20,SEA,DEN,1024,,,0,,0,,,,,,YES,YES
2003,1,6,1,1512,1500,1802,1802,UA,1044,N941UA,110,122,95,0,12,ORD,ATL,606,6,9,0,,0,,,,,,NO,YES
2005,1,23,7,2101,1955,2324,2223,UA,565,N379UA,203,208,179,61,66,ORD,SLC,1249,4,20,0,,0,61,0,0,0,0,YES,YES
2008,1,3,4,1848,1650,2003,1810,WN,1600,N769SW,75,80,64,113,118,SAN,SJC,417,4,7,0,,0,0,0,0,0,113,YES,YES
1999,1,1,5,626,615,742,717,US,1956,N974VJ,76,62,43,25,11,SYR,PHL,228,5,28,0,,0,,,,,,YES,YES
2004,1,9,5,1005,1005,1148,1141,UA,509,N530UA,103,96,76,7,0,BOS,IAD,413,4,23,0,,0,0,0,0,0,0,YES,NO
1989,1,28,6,2325,2330,933,852,UA,200,,428,382,,41,-5,HNL,DEN,3365,,,0,,0,,,,,,YES,NO
1997,1,10,5,1000,848,1223,1056,HP,2860,N645AW,263,248,232,87,72,CMH,PHX,1671,5,26,0,,0,,,,,,YES,YES
1987,10,11,7,806,800,912,907,PS,1519,,66,67,,5,6,LAX,SFO,337,,,0,,0,,,,,,YES,YES
2005,1,9,7,1717,1641,2008,1918,UA,593,N434UA,291,277,270,50,36,BOS,DEN,1754,4,17,0,,0,9,0,14,0,27,YES,YES
2000,1,12,3,1250,1250,1405,1410,WN,639,N397,135,140,124,-5,0,AUS,PHX,872,4,7,0,,0,,,,,,NO,NO
2008,1,3,4,850,850,1000,1000,WN,1396,N387SW,70,70,51,0,0,JAX,FLL,318,10,9,0,,0,,,,,,NO,NO
1993,1,7,4,855,750,1613,1515,US,76,,258,265,,58,65,SAN,PIT,2106,,,0,,0,,,,,,YES,YES
1991,1,6,7,1853,1855,2043,2035,US,149,,290,280,,8,-2,CLE,LAS,1825,,,0,,0,,,,,,YES,NO
1988,1,1,5,828,830,927,935,PS,1435,,59,65,,-8,-2,LAX,SJC,308,,,0,,0,,,,,,NO,NO
1997,1,5,7,1805,1735,1940,1918,UA,439,N7252U,95,103,83,22,30,DEN,PHX,602,2,10,0,,0,,,,,,YES,YES
1993,1,21,4,1036,1035,1209,1203,US,99,,93,88,,6,1,BDL,PIT,406,,,0,,0,,,,,,YES,YES
1987,10,19,1,1209,1210,1326,1322,PS,1478,,77,72,,4,-1,OAK,SAN,446,,,0,,0,,,,,,YES,NO
2008,1,3,4,1121,1050,1529,1515,WN,1667,N243WN,188,205,170,14,31,PHX,MDW,1444,5,13,0,,0,,,,,,YES,YES
1991,1,18,5,1233,1235,1333,1339,US,131,,60,64,,-6,-2,AVP,PIT,243,,,0,,0,,,,,,NO,NO
1987,10,8,4,645,645,808,803,PS,1468,,83,78,,5,0,SFO,SAN,447,,,0,,0,,,,,,YES,NO
1989,1,2,1,828,830,1147,1131,UA,185,,379,361,,16,-2,PHL,SFO,2521,,,0,,0,,,,,,YES,NO
2003,1,7,2,1405,1400,2021,1952,UA,1022,N402UA,256,232,232,29,5,SAN,ORD,1723,8,16,0,,0,,,,,,YES,YES
2007,1,2,2,2114,2115,2233,2230,WN,2433,N637SW,79,75,65,3,-1,LAX,SMF,373,4,10,0,,0,0,0,0,0,0,YES,NO
1993,1,12,2,700,700,819,803,US,92,,79,63,,16,0,EWR,BOS,200,,,0,,0,,,,,,YES,NO
1988,1,18,1,1623,1610,1707,1630,PI,944,,44,20,,37,13,UCA,SYR,37,,,0,,0,,,,,,YES,YES
1994,1,23,7,1038,1040,1115,1119,US,249,,37,39,,-4,-2,CAE,CLT,88,,,0,,0,,,,,,NO,NO
1996,1,9,2,1759,1610,2035,1848,US,177,N426US,276,278,264,107,109,CLT,PHX,1774,2,10,0,,0,,,,,,YES,YES
1987,10,4,7,1855,1855,1953,1957,PS,1514,,58,62,,-4,0,SJC,LAX,308,,,0,,0,,,,,,NO,NO
2005,1,8,6,1016,1005,1558,1551,UA,584,N443UA,222,226,203,7,11,DEN,BOS,1754,6,13,0,,0,0,0,0,0,0,YES,YES
2003,1,27,1,1008,1010,1438,1449,UA,1068,N826UA,150,159,134,-11,-2,DEN,DTW,1123,5,11,0,,0,,,,,,NO,NO
1996,1,9,2,1107,0,1230,0,AA,1447,N259AA,143,151,125,9,17,DFW,PHX,868,3,15,0,,0,,,,,,YES,YES
2006,1,12,4,1030,955,1219,1151,US,408,N518AU,109,116,96,28,35,CLT,PVD,683,3,10,0,,0,3,0,0,0,25,YES,YES
2003,1,20,1,1126,1125,1313,1318,UA,1087,N578UA,167,173,146,-5,1,DEN,SEA,1024,4,17,0,,0,,,,,,NO,YES
2006,1,11,3,1529,1530,1717,1731,US,859,N124UW,108,121,94,-14,-1,MCO,DCA,759,3,11,0,,0,0,0,0,0,0,NO,NO
2000,1,3,1,647,651,911,909,HP,2271,N174AW,84,78,65,2,-4,BUR,PHX,369,3,16,0,,0,,,,,,YES,NO
2001,1,26,5,1209,1215,1315,1325,US,408,N387äâ,66,70,51,-10,-6,PHL,PIT,267,5,10,0,,0,,,,,,NO,NO
2008,1,3,4,1759,1755,2036,2035,WN,1305,N233LV,157,160,143,1,4,MCO,PVD,1073,3,11,0,,0,,,,,,YES,YES
2000,1,17,1,908,910,1132,1125,DL,1943,N619DL,264,255,234,7,-2,CVG,PHX,1569,6,24,0,,0,,,,,,YES,NO
1989,1,16,1,803,800,1052,1045,UA,193,,349,345,,7,3,EWR,LAX,2454,,,0,,0,,,,,,YES,YES
2003,1,16,4,1356,1400,1529,1539,UA,1021,N593UA,93,99,72,-10,-4,BOS,IAD,413,5,16,0,,0,,,,,,NO,NO
1994,1,17,1,,1700,,1810,US,274,,,70,,,,EWR,BOS,200,,,1,,0,,,,,,YES,YES
1995,1,24,2,1646,1645,1745,1742,US,2489,N972VJ,59,57,51,3,1,ORF,PHL,211,2,6,0,,0,,,,,,YES,YES
1992,1,14,2,1511,1345,1602,1444,US,88,,51,59,,78,86,PHL,BDL,196,,,0,,0,,,,,,YES,YES
2001,1,22,1,2102,2105,2130,2144,US,433,N805äâ,88,99,66,-14,-3,PIT,MKE,431,7,15,0,,0,,,,,,NO,NO
1989,1,17,2,1340,1340,1600,1609,UA,191,,320,329,,-9,0,IAD,LAX,2288,,,0,,0,,,,,,NO,NO
2008,1,3,4,2003,1905,26,2350,WN,1004,N676SW,143,165,130,36,58,LAS,MCI,1140,5,8,0,,0,4,0,0,0,32,YES,YES
2008,1,3,4,839,835,1003,1005,WN,1010,N744SW,144,150,130,-2,4,OKC,PHX,833,5,9,0,,0,,,,,,NO,YES
1996,1,21,7,2127,2125,2320,2310,UA,797,N541UA,113,105,98,10,2,DEN,PHX,602,3,12,0,,0,,,,,,YES,YES
1991,1,3,4,1403,1405,1510,1516,US,115,,67,71,,-6,-2,BUF,JFK,301,,,0,,0,,,,,,NO,NO
1996,1,10,3,905,855,1135,1127,CO,1611,N10323,270,272,254,8,10,CLE,PHX,1737,5,11,0,,0,,,,,,YES,YES
2003,1,16,4,1933,1935,2159,2212,UA,1069,N419UA,206,217,190,-13,-2,ORD,BOI,1437,3,13,0,,0,,,,,,NO,NO
2003,1,19,7,1106,1115,1211,1228,UA,1028,N901UA,65,73,43,-17,-9,STL,ORD,258,8,14,0,,0,,,,,,NO,NO
1989,1,1,7,1849,1830,2148,2145,UA,238,,119,135,,3,19,DEN,ORD,888,,,0,,0,,,,,,YES,YES
1990,1,15,1,958,1000,1154,1204,US,41,,176,184,,-10,-2,PIT,IAH,1117,,,0,,0,,,,,,NO,NO
1989,1,2,1,1108,1050,1430,1400,UA,234,,142,130,,30,18,LAX,DEN,862,,,0,,0,,,,,,YES,YES
1998,1,7,3,1433,1435,1610,1623,UA,2763,N397UA,97,108,84,-13,-2,DEN,PHX,602,3,10,0,,0,,,,,,NO,NO
1991,1,29,2,1159,1200,1258,1300,US,132,,59,60,,-2,-1,EWR,BOS,200,,,0,,0,,,,,,NO,NO
2004,1,5,1,637,640,749,746,UA,497,N848UA,192,186,178,3,-3,CMH,DEN,1155,5,9,0,,0,0,0,0,0,0,YES,NO
1999,1,20,3,1459,1500,1558,1602,US,347,N991VJ,59,62,40,-4,-1,SYR,PHL,228,4,15,0,,0,,,,,,NO,NO
2001,1,28,7,1858,1910,2002,2014,US,433,N829äâ,64,64,51,-12,-12,AVP,PIT,243,4,9,0,,0,,,,,,NO,NO
2001,1,10,3,1815,1716,1956,1903,US,407,N341äâ,101,107,74,53,59,CMH,LGA,478,6,21,0,,0,,,,,,YES,YES
1987,10,13,2,1020,1020,1123,1116,PS,1550,,63,56,,7,0,SJC,BUR,296,,,0,,0,,,,,,YES,NO
1989,1,31,2,613,615,642,649,UA,204,,29,34,,-7,-2,MKE,ORD,67,,,0,,0,,,,,,NO,NO
1995,1,3,2,1400,1400,1504,1513,US,1635,N514AU,64,73,52,-9,0,RDU,PHL,336,4,8,0,,0,,,,,,NO,NO
2004,1,11,7,632,635,742,752,UA,497,N824UA,190,197,173,-10,-3,ATL,DEN,1199,7,10,0,,0,0,0,0,0,0,NO,NO
1991,1,10,4,2152,2155,2248,2248,US,137,,56,53,,0,-3,PHL,ORF,211,,,0,,0,,,,,,NO,NO
1996,1,15,1,1100,0,1233,0,AA,1447,N580AA,153,151,129,12,10,DFW,PHX,868,5,19,0,,0,,,,,,YES,YES
1994,1,27,4,1003,955,1229,1203,US,250,,146,128,,26,8,IND,TPA,838,,,0,,0,,,,,,YES,YES
2004,1,31,6,1003,1010,1225,1226,UA,474,N498UA,142,136,115,-1,-7,DFW,ORD,802,5,22,0,,0,0,0,0,0,0,NO,NO
1987,10,19,1,1132,1130,1244,1234,PS,1524,,72,64,,10,2,SFO,BUR,326,,,0,,0,,,,,,YES,YES
2005,1,23,7,922,925,1028,1022,UA,583,N542UA,126,117,96,6,-3,DFW,DEN,641,18,12,0,,0,0,0,0,0,0,YES,NO
2001,1,5,5,1327,1255,1548,1516,US,379,-N922å,81,81,66,32,32,MKE,PIT,431,6,9,0,,0,,,,,,YES,YES
2002,1,12,6,1307,1300,1512,1518,US,782,N445äâ,125,138,109,-6,7,MCO,PIT,834,4,12,0,,0,,,,,,NO,YES
1994,1,25,2,1511,1205,1757,1451,US,230,,166,166,,186,186,MIA,PIT,1013,,,0,,0,,,,,,YES,YES
2004,1,15,4,1726,1730,1802,1810,UA,481,N804UA,96,100,78,-8,-4,PIT,ORD,412,6,12,0,,0,0,0,0,0,0,NO,NO
1987,10,31,6,801,800,905,910,PS,1519,,64,70,,-5,1,LAX,SFO,337,,,0,,0,,,,,,NO,YES
2006,1,11,3,511,515,640,650,US,258,N420US,89,95,73,-10,-4,MCO,CLT,468,5,11,0,,0,0,0,0,0,0,NO,NO
1994,1,10,1,944,945,1109,1115,US,244,,85,90,,-6,-1,CLT,IND,428,,,0,,0,,,,,,NO,NO
1995,1,29,7,643,645,749,751,US,1670,N234US,66,66,48,-2,-2,ROC,PHL,257,9,9,0,,0,,,,,,NO,NO
1997,1,31,5,1129,1125,1307,1313,UA,419,N584UA,98,108,83,-6,4,DEN,PHX,602,3,12,0,,0,,,,,,NO,YES
2008,1,3,4,1008,1005,1234,1255,WN,543,N736SA,146,170,135,-21,3,ISP,MCO,972,5,6,0,,0,,,,,,NO,YES
2002,1,22,2,1409,1410,1508,1524,US,780,N862äâ,59,74,48,-16,-1,ORF,CLT,290,5,6,0,,0,,,,,,NO,NO
1987,10,18,7,1906,1900,2023,2008,PS,1528,,77,68,,15,6,SFO,LAX,337,,,0,,0,,,,,,YES,YES
1999,1,13,3,1012,1015,1815,1824,US,64,N630AU,303,309,280,-9,-3,SFO,PHL,2521,9,14,0,,0,,,,,,NO,NO
2003,1,6,1,919,910,1028,1026,UA,1037,N836UA,189,196,169,2,9,ATL,DEN,1199,5,15,0,,0,,,,,,YES,YES
1989,1,5,4,854,855,1042,1040,UA,215,,168,165,,2,-1,MCO,ORD,1005,,,0,,0,,,,,,YES,NO
2004,1,12,1,1051,1047,1635,1615,UA,488,N511UA,224,208,176,20,4,LAS,ORD,1515,25,23,0,,0,0,0,20,0,0,YES,YES
2008,1,3,4,1537,1450,1628,1545,WN,283,N213WN,51,55,37,43,47,MCI,STL,237,4,10,0,,0,0,0,0,0,43,YES,YES
2000,1,14,5,837,825,1112,1102,US,175,N714UW,275,277,252,10,12,CLT,PHX,1774,4,19,0,,0,,,,,,YES,YES
1999,1,11,1,1927,1920,2026,2030,US,1541,N802US,59,70,48,-4,7,ROC,PHL,257,6,5,0,,0,,,,,,NO,YES
1999,1,28,4,2215,2205,616,614,UA,34,N431UA,301,309,273,2,10,SFO,PHL,2521,7,21,0,,0,,,,,,YES,YES
1988,1,11,1,835,835,926,924,PI,960,,51,49,,2,0,ORF,BWI,159,,,0,,0,,,,,,YES,NO
1997,1,2,4,1741,1735,1921,1918,UA,439,N7277U,100,103,82,3,6,DEN,PHX,602,4,14,0,,0,,,,,,YES,YES
1990,1,15,1,2122,2120,2209,2210,US,33,,47,50,,-1,2,SFO,RNO,192,,,0,,0,,,,,,NO,YES
2000,1,20,4,1415,1415,1535,1540,WN,1135,N652,140,145,122,-5,0,AUS,PHX,872,5,13,0,,0,,,,,,NO,NO
2002,1,3,4,2144,2145,2233,2241,US,738,N749äæ,49,56,35,-8,-1,PHL,IAD,134,4,10,0,,0,,,,,,NO,NO
1993,1,13,3,,1200,,1332,US,80,,,92,,,,DCA,BOS,399,,,1,,0,,,,,,YES,YES
2003,1,10,5,2000,1935,2238,2212,UA,1069,N459UA,218,217,197,26,25,ORD,BOI,1437,3,18,0,,0,,,,,,YES,YES
2005,1,31,1,1903,1905,2140,2126,UA,550,N844UA,157,141,137,14,-2,LAX,PDX,834,4,16,0,,0,0,0,0,0,0,YES,NO
1992,1,29,3,828,825,1616,1555,US,82,,288,270,,21,3,LAX,PIT,2136,,,0,,0,,,,,,YES,YES
2001,1,8,1,1355,1358,1524,1518,US,410,N528Aä,89,80,63,6,-3,IAD,CLT,321,8,18,0,,0,,,,,,YES,NO
1996,1,12,5,1708,0,1835,0,AA,1733,N539AA,147,151,116,-4,0,DFW,PHX,868,3,28,0,,0,,,,,,NO,NO
2005,1,25,2,1448,1453,1623,1643,UA,591,N566UA,155,170,137,-20,-5,DEN,SEA,1024,7,11,0,,0,0,0,0,0,0,NO,NO
2002,1,10,4,1254,1300,1355,1359,US,752,N525Aä,61,59,44,-4,-6,SAV,CLT,213,7,10,0,,0,,,,,,NO,NO
1992,1,5,7,1517,1450,1736,1731,US,91,,139,161,,5,27,PHL,PBI,951,,,0,,0,,,,,,YES,YES
2001,1,6,6,601,605,655,702,US,432,-N934å,54,57,36,-7,-4,DTW,PIT,201,8,10,0,,0,,,,,,NO,NO
2005,1,21,5,1720,1720,2049,2043,UA,590,N835UA,149,143,135,6,0,MSY,IAD,954,6,8,0,,0,0,0,0,0,0,YES,NO
2003,1,26,7,721,725,918,912,UA,1080,N450UA,117,107,101,6,-4,TUS,DEN,639,7,9,0,,0,,,,,,YES,NO
1996,1,10,3,1210,1210,1356,1350,HP,1241,N185AW,106,100,91,6,0,COS,PHX,551,5,10,0,,0,,,,,,YES,NO
1990,1,13,6,1636,1640,1811,1806,US,42,,95,86,,5,-4,DAY,EWR,533,,,0,,0,,,,,,YES,NO
2004,1,30,5,2055,1955,2236,2131,UA,505,N459UA,161,156,143,65,60,DEN,OAK,957,4,14,0,,0,42,0,5,0,18,YES,YES
2007,1,2,2,909,905,1020,1020,WN,836,N751,71,75,58,0,4,MDW,BNA,395,5,8,0,,0,0,0,0,0,0,NO,YES
1994,1,15,6,906,905,1219,1215,US,263,,193,190,,4,1,LGA,MIA,1097,,,0,,0,,,,,,YES,YES
1995,1,4,3,1723,1710,1814,1807,US,758,N247US,51,57,37,7,13,RIC,PHL,198,8,6,0,,0,,,,,,YES,YES
2001,1,19,5,1526,1520,1742,1659,US,437,N828äâ,136,99,88,43,6,PHL,CLT,448,5,43,0,,0,,,,,,YES,YES
1997,1,23,4,1305,1305,1415,1415,WN,1579,N722,70,70,52,0,0,ABQ,PHX,328,3,15,0,,0,,,,,,NO,NO
1994,1,18,2,,1015,,1151,US,269,,,96,,,,DCA,CHS,444,,,1,,0,,,,,,YES,YES
1998,1,8,4,1820,1800,1950,1930,WN,844,N642,150,150,135,20,20,AUS,PHX,872,5,10,0,,0,,,,,,YES,YES
1997,1,30,4,702,705,839,830,HP,2889,N158AW,157,145,121,9,-3,AUS,PHX,872,25,11,0,,0,,,,,,YES,NO
1996,1,29,1,815,815,1110,1105,WN,440,N363,235,230,224,5,0,BNA,PHX,1448,2,9,0,,0,,,,,,YES,NO
2002,1,20,7,,1600,,1902,US,734,äNKNOæ,,122,,,,BNA,PHL,675,0,0,1,,0,,,,,,YES,YES
1988,1,16,6,1610,1610,1639,1630,PI,944,,29,20,,9,0,UCA,SYR,37,,,0,,0,,,,,,YES,NO
1991,1,31,4,1159,1200,1255,1300,US,132,,56,60,,-5,-1,EWR,BOS,200,,,0,,0,,,,,,NO,NO
1994,1,24,1,1310,1300,1535,1521,US,242,,145,141,,14,10,TPA,PIT,873,,,0,,0,,,,,,YES,YES
1988,1,4,1,616,615,731,721,PS,1425,,75,66,,10,1,LAX,OAK,337,,,0,,0,,,,,,YES,YES
1988,1,27,3,1317,1317,1440,1442,PS,1467,,83,85,,-2,0,SAN,OAK,446,,,0,,0,,,,,,NO,NO
2008,1,3,4,1211,1215,1311,1310,WN,337,N488WN,60,55,34,1,-4,SEA,GEG,224,5,21,0,,0,,,,,,YES,NO
1997,1,18,6,1004,925,1219,1140,WN,420,N320,75,75,63,39,39,BUR,PHX,369,3,9,0,,0,,,,,,YES,YES
1989,1,25,3,1919,1730,2231,2047,UA,236,,132,137,,104,109,DEN,ORD,888,,,0,,0,,,,,,YES,YES
2002,1,19,6,732,740,834,829,US,793,N560Aä,62,49,40,5,-8,RDU,CLT,130,5,17,0,,0,,,,,,YES,NO
1997,1,12,7,1318,1300,1530,1505,DL,159,N910DL,252,245,237,25,18,CVG,PHX,1569,4,11,0,,0,,,,,,YES,YES
1992,1,1,3,1652,1650,1746,1742,US,89,,54,52,,4,2,PIT,HTS,192,,,0,,0,,,,,,YES,YES
1987,10,18,7,1830,1830,1934,1929,PS,1460,,64,59,,5,0,OAK,BUR,325,,,0,,0,,,,,,YES,NO
2003,1,8,3,1950,1950,2235,2240,UA,1079,N420UA,165,170,136,-5,0,ORD,SAT,1041,3,26,0,,0,,,,,,NO,NO
1993,1,10,7,1409,1410,1540,1550,US,74,,91,100,,-10,-1,CLE,BOS,563,,,0,,0,,,,,,NO,NO
1990,1,9,2,1838,1840,1932,1927,US,35,,54,47,,5,-2,MDT,PIT,185,,,0,,0,,,,,,YES,NO
2003,1,19,7,2110,2115,2339,2349,UA,1042,N582UA,149,154,132,-10,-5,IAD,MIA,921,6,11,0,,0,,,,,,NO,NO
1993,1,15,5,1407,1405,1629,1643,US,70,,142,158,,-14,2,TPA,LGA,1011,,,0,,0,,,,,,NO,YES
2003,1,4,6,1347,1345,1946,1952,UA,1022,N807UA,239,247,222,-6,2,SJC,ORD,1829,8,9,0,,0,,,,,,NO,YES
2008,1,3,4,1003,1005,1208,1215,WN,871,N327SW,65,70,49,-7,-2,LAS,PHX,256,5,11,0,,0,,,,,,NO,NO
1989,1,7,6,1414,1325,1650,1647,UA,185,,276,322,,3,49,SFO,HNL,2398,,,0,,0,,,,,,YES,YES
1988,1,13,3,1002,1000,1100,1103,PI,962,,58,63,,-3,2,BWI,SYR,273,,,0,,0,,,,,,NO,YES
1989,1,27,5,1343,1345,1435,1442,UA,211,,112,117,,-7,-2,BWI,ORD,622,,,0,,0,,,,,,NO,NO
2001,1,20,6,1650,1650,1750,1745,US,378,N862äâ,60,55,38,5,0,CLT,ILM,185,3,19,0,,0,,,,,,YES,NO
1998,1,1,4,1255,1250,1448,1453,DL,159,N914DE,233,243,216,-5,5,CVG,PHX,1569,6,11,0,,0,,,,,,NO,YES
1990,1,17,3,1535,1535,1634,1635,US,44,,59,60,,-1,0,ABE,PIT,253,,,0,,0,,,,,,NO,NO
1995,1,23,1,1120,1120,1403,1402,AA,1242,N708AA,223,222,203,1,0,SJU,PHL,1576,5,15,0,,0,,,,,,YES,NO
1991,1,13,7,743,700,907,821,US,150,,84,81,,46,43,CLE,LGA,418,,,0,,0,,,,,,YES,YES
1988,1,3,7,1930,1910,2052,2027,PS,1427,,82,77,,25,20,BUR,SFO,326,,,0,,0,,,,,,YES,YES
2000,1,3,1,717,700,1125,1057,HP,2633,N634AW,368,357,341,28,17,BOS,PHX,2300,7,20,0,,0,,,,,,YES,YES
1999,1,26,2,1425,1420,1544,1530,WN,552,N338,79,70,63,14,5,ABQ,PHX,328,2,14,0,,0,,,,,,YES,YES
2004,1,8,4,842,845,1004,1015,UA,483,N918UA,82,90,65,-11,-3,ORD,MSP,334,5,12,0,,0,0,0,0,0,0,NO,NO
1992,1,15,3,754,755,837,835,US,58,,43,40,,2,-1,SAN,LAX,109,,,0,,0,,,,,,YES,NO
1994,1,12,3,629,630,725,730,US,246,,56,60,,-5,-1,GSO,DCA,248,,,0,,0,,,,,,NO,NO
1993,1,18,1,1805,1805,1927,1925,US,87,,82,80,,2,0,BTV,PHL,336,,,0,,0,,,,,,YES,NO
2008,1,3,4,1422,1255,1657,1610,WN,188,N215WN,155,195,143,47,87,ISP,FLL,1093,6,6,0,,0,40,0,0,0,7,YES,YES
1994,1,15,6,1022,955,1219,1203,US,250,,117,128,,16,27,IND,TPA,838,,,0,,0,,,,,,YES,YES
1995,1,17,2,1459,1500,1615,1627,US,755,N926VJ,76,87,66,-12,-1,PWM,PHL,365,3,7,0,,0,,,,,,NO,NO
